K,P
10612213,140010-02_10553861_0100
10612242,135100-08_10700091_0100
10612242,135100-21_10700091_0200
10612561,124930-52_10612561_5200
10612561,124930-52_10612561_5201
10612561,124930-52_10612561_520B
10612562,124930-52_10612562_5200
10612684,134130-05_10612684_1300
10612686,111230-06_10965899_0300
10700059,123580-01_11027431_0100
10700059,123580-02_10973677_0100
10700059,123580-02_11006971_0100
10700091,135100-08_10700091_0100
10700091,135100-21_10700091_0200
10700094,123590-08_10700094_0100
10700096,123590-08_10700096_0100
10700274,134130-05_10313319_1300
10700274,134130-05_10700274_1300
10700302,123590-08_10700094_0100
10700302,123590-08_10700096_0100
10700430,100650-02_10612120_0100
10700485,134130-35_10700485_1500
10700537,123540-03_10700726_0200
10700537,124270-01_10700537_0200
10700537,124600-06_10210208_0400
10700539,123570-05_10083973_0300
10700608,134130-35_10700608_1500
10700684,123410-15_10000533_0100
10700684,123410-15_10000533_0110
10700684,123410-15_10009946_0200
10700684,123410-15_10013914_0100
10700684,123410-15_10014806_0200
10700684,123410-15_10014806_0210
10700684,123410-15_10018927_0200
10700684,123410-15_10018958_0200
10700684,123410-15_10061696_0200
10700684,123410-15_10061700_0200
10700684,123410-15_10061700_0210
10700684,123410-15_10071258_0200
10700684,123410-15_10071258_0210
10700684,123410-15_10071258_0300
10700684,123410-15_10071258_0400
10700684,123410-15_10071258_0500
10700684,123410-15_10071260_0200
10700684,123410-15_10071262_0200
10700684,123410-15_10071262_0300
10700684,123410-15_10097505_0300
10700684,123410-15_10204411_0200
10700684,123410-15_10204878_0200
10700684,123410-15_10205994_0200
10700684,123410-15_10220652_0200
10700684,123410-15_10228316_0200
10700684,123410-15_10228859_0100
10700684,123410-15_10319303_0110
10700684,123410-15_10319303_0200
10700684,123410-15_10319342_0200
10700684,123410-15_10323855_0200
10700684,123410-15_10590549_0200
10700684,123410-15_10751609_0100
10700684,123410-15_10784438_0100
10700684,123410-15_10846132_0100
10700684,123410-15_10957378_0100
10700684,123410-15_10957378_0200
10700684,123410-15_10975780_0200
10700684,123410-15_10975780_0210
10700684,123410-15_10987735_0100
10700684,123410-15_11001677_0100
10700684,123410-15_11001677_0200
10700684,123410-15_11011443_0100
10700684,123410-15_11024115_0100
10700684,123510-02_10000685_1000
10700684,123510-02_10018799_1000
10700726,123540-03_10700726_0200
10700776,100610-70_10700776_0110
10700941,111190-01_10700941_0100
10700941,111190-01_10700941_0101
10700941,111190-01_10700941_0102
10700941,111190-03_10700941_0300
10700941,111190-03_10700941_0301
10700959,134130-35_10700959_1500
10701220,111150-07_10701220_0100
10701250,111990-01_10202507_0100
10701250,111990-01_10202507_0300
10701250,111990-01_10202508_0100
10701250,111990-01_10202508_0300
10701250,111990-01_10202510_0100
10701250,111990-01_10202510_0200
10701250,111990-01_10202511_0100
10701250,111990-01_10202511_0200
10701250,111990-01_10202512_0100
10701250,111990-01_10202512_0200
10701250,111990-01_10202512_0300
10701250,111990-01_10202513_0100
10701250,111990-01_10202513_0200
10701250,111990-01_10202513_0300
10701250,111990-01_10202515_0100
10701250,111990-01_10202515_0300
10701250,111990-01_10202681_0100
10701250,111990-01_10202681_0200
10701250,111990-01_10202682_0100
10701250,111990-01_10202682_0200
10701250,111990-01_10202683_0100
10701250,111990-01_10202683_0200
10701250,111990-01_10202683_0300
10701250,111990-01_10202684_0100
10701250,111990-01_10202684_0200
10701250,111990-01_10202684_0300
10701250,111990-01_10202685_0100
10701250,111990-01_10202685_0300
10701250,111990-01_10202686_0100
10701250,111990-01_10202686_0300
10701250,111990-01_10202790_0100
10701250,111990-01_10202790_0200
10701250,111990-01_10202792_0100
10701250,111990-01_10202792_0200
10701250,111990-01_10202793_0100
10701250,111990-01_10202793_0200
10701250,111990-01_10202794_0100
10701250,111990-01_10202794_0200
10701250,111990-01_10202794_0300
10701250,111990-01_10202795_0100
10701250,111990-01_10202795_0200
10701250,111990-01_10202795_0300
10701250,111990-01_10202851_0100
10701250,111990-01_10202851_0300
10701250,111990-01_10202852_0100
10701250,111990-01_10202852_0300
10701250,111990-01_10202854_0100
10701250,111990-01_10202854_0200
10701250,111990-01_10202855_0100
10701250,111990-01_10202855_0200
10701250,111990-01_10202855_0300
10701250,111990-01_10202856_0100
10701250,111990-01_10202856_0200
10701250,111990-01_10202856_0300
10701250,111990-01_10202858_0100
10701250,111990-01_10202858_0300
10701250,111990-01_10202861_0100
10701250,111990-01_10202861_0300
10701250,111990-01_10202864_0100
10701250,111990-01_10202864_0200
10701250,111990-01_10202865_0100
10701250,111990-01_10202865_0200
10701250,111990-01_10202865_0300
10701250,111990-01_10202866_0100
10701250,111990-01_10202866_0200
10701250,111990-01_10202866_0300
10701250,111990-01_10202867_0100
10701250,111990-01_10202867_0300
10701250,111990-01_10203254_0100
10701250,111990-01_10203254_0200
10701250,111990-01_10203255_0100
10701250,111990-01_10203255_0200
10701250,111990-01_10203256_0100
10701250,111990-01_10203256_0200
10701250,111990-01_10203256_0300
10701250,111990-01_10203257_0100
10701250,111990-01_10203257_0200
10701250,111990-01_10203257_0300
10701250,111990-01_10203258_0100
10701250,111990-01_10203258_0300
10701250,111990-01_10203259_0100
10701250,111990-01_10203259_0300
10701250,111990-01_10203260_0100
10701250,111990-01_10203260_0300
10701250,111990-01_10203264_0100
10701250,111990-01_10203264_0200
10701250,111990-01_10203265_0200
10701250,111990-01_10203266_0100
10701250,111990-01_10206475_0100
10701250,111990-01_10206475_0200
10701250,111990-01_10220819_0100
10701250,111990-01_10220819_0200
10701250,111990-01_10290700_0100
10701250,111990-01_10290700_0200
10701250,111990-01_10290842_0100
10701250,111990-01_10290842_0200
10701250,111990-01_10290843_0100
10701250,111990-01_10290843_0300
10701250,111990-01_10502834_0100
10701250,111990-01_10502834_0200
10701250,111990-01_10502836_0100
10701250,111990-01_10502836_0200
10701250,111990-01_10515541_0100
10701250,111990-01_10515541_0200
10701250,111990-01_10583533_0100
10701250,111990-01_10583533_0200
10701250,111990-01_10588906_0100
10701250,111990-01_10588906_0300
10701250,111990-01_10860384_0100
10701250,111990-01_10860384_0300
10701250,111990-01_10867801_0100
10701250,111990-01_10867801_0300
10701250,111990-01_10871328_0100
10701250,111990-01_10871328_0300
10701250,111990-01_10879792_0100
10701250,111990-01_10879792_0300
10701250,111990-01_10880361_0100
10701250,111990-01_10880361_0300
10701250,111990-01_10910872_0200
10701250,111990-01_10910877_0200
10701250,111990-01_10910877_0300
10701250,111990-01_10933240_0100
10701250,111990-01_10933328_0300
10701250,111990-01_10953204_0300
10701250,111990-01_10986532_0300
10701250,111990-01_10986533_0100
10701250,111990-01_10990206_0830
10701250,111990-01_10990207_0830
10701250,111990-01_10990222_0100
10701250,111990-01_10990222_0200
10701250,111990-01_10990223_0100
10701250,111990-01_10990223_0200
10701250,111990-01_11006774_0100
10701250,111990-01_11006775_0100
10701250,111990-01_11006777_0100
10701250,111990-01_11006777_0200
10701250,111990-02_10202507_0400
10701250,111990-02_10202508_0400
10701250,111990-02_10202509_0400
10701250,111990-02_10202512_0400
10701250,111990-02_10202513_0400
10701250,111990-02_10202515_0400
10701250,111990-02_10202574_0400
10701250,111990-02_10202575_0400
10701250,111990-02_10202576_0400
10701250,111990-02_10202683_0400
10701250,111990-02_10202684_0400
10701250,111990-02_10202685_0400
10701250,111990-02_10202686_0400
10701250,111990-02_10202794_0400
10701250,111990-02_10202795_0400
10701250,111990-02_10202851_0400
10701250,111990-02_10202852_0400
10701250,111990-02_10202855_0400
10701250,111990-02_10202856_0400
10701250,111990-02_10202858_0400
10701250,111990-02_10202861_0400
10701250,111990-02_10202865_0400
10701250,111990-02_10202866_0400
10701250,111990-02_10202867_0400
10701250,111990-02_10203256_0400
10701250,111990-02_10203257_0400
10701250,111990-02_10203258_0400
10701250,111990-02_10203259_0400
10701250,111990-02_10203260_0400
10701250,111990-02_10241116_0400
10701250,111990-02_10290843_0400
10701250,111990-02_10294024_0400
10701250,111990-02_10588906_0400
10701250,111990-02_10871328_0400
10701250,111990-02_10874910_0400
10701250,111990-02_10879792_0400
10701250,111990-02_10880361_0400
10701250,111990-02_10933328_0400
10701250,111990-02_10953204_0400
10701250,111990-02_10963782_0400
10701250,111990-02_10963785_0400
10701250,111990-02_10963786_0400
10701283,123580-01_10701283_0100
10701302,123580-01_10701302_0100
10701363,100680-10_10701385_0110
10701379,123680-01_10503804_0100
10701385,100680-10_10701385_0110
10701494,100600-01_10701494_0110
10701495,100600-01_10701495_0110
10701693,134130-03_10701693_1400
10701694,134130-05_10609377_1300
10701694,134130-05_10701694_1700
10701695,124870-02_10701695_0100
10701710,111180-09_10701710_0200
10701796,110980-01_10701796_0700
10701796,110980-01_10701796_0701
10701796,110980-01_10701796_0702
10701796,110980-01_10701796_0704
10701796,110980-02_10701796_0200
10701797,110980-01_10701797_0700
10701797,110980-01_10701797_0701
10701797,110980-01_10701797_0702
10701797,110980-01_10701797_0704
10701797,110980-02_10701797_0200
10701808,100600-01_10595328_0110
10701808,100600-01_10596644_0110
10701808,100600-01_10927550_0110
10701808,100600-01_10929941_0110
10701827,111360-02_10564937_1000
10701832,151450-01_10701832_0100
10701859,111640-08_10701859_0800
10701912,100680-10_10701912_0110
10702081,100630-10_10596747_0110
10702082,123080-12_10702082_0100
10702082,123080-06_10702082_0200
10702089,123530-04_10702089_0200
10702111,111190-01_10702111_0100
10702111,111190-01_10702111_0101
10702111,111190-01_10702111_0102
10702111,111190-03_10702111_0300
10702344,100600-01_10595328_9000
10702664,135120-12_10702664_0100
10702798,123080-09_10702798_0100
10702798,123080-14_10070796_0500
10702985,100600-01_10701495_0110
10702986,100600-01_10701494_0110
10702986,100660-01_10702986_0110
10702986,100660-01_10702986_0120
10703004,111190-02_10703004_0200
10703199,123580-01_10703199_0100
10703297,135150-14_10703297_0100
10703305,151450-01_10703305_0100
10703380,124870-02_10703380_0100
10703429,124870-02_10703380_0100
10703430,124870-02_10703380_0100
10703440,134130-31_10712493_1500
10703440,134130-31_11042234_1500
10703440,134130-32_11042234_1600
10703462,134130-35_10604706_1500
10703764,124270-02_10703764_0100
10703850,111230-06_10703850_0300
10703850,111230-06_10703850_0400
10703866,123510-05_10703866_1200
10703871,134270-03_10703871_0100
10704006,124870-03_10704006_0100
10704066,123680-18_10584345_0200
10704066,124270-01_10704066_0100
10704069,123470-31_10593647_0400
10704074,123510-03_10704620_1000
10704074,123510-03_10817484_1000
10704198,123080-15_10704198_0400
10704249,100710-10_10756942_0110
10704258,100610-10_10704258_0110
10704395,111860-40_10076484_0071
10704395,111860-40_10860884_0070
10704395,111860-40_10860884_0081
10704395,111860-40_10869482_0071
10704398,123510-03_10704620_1000
10704398,123510-03_10817484_1000
10704501,100620-01_10704501_0110
10704502,124930-13_10704502_1300
10704522,111190-01_10704522_0100
10704522,111190-01_10704522_0101
10704522,111190-01_10704522_0102
10704536,100600-01_10704538_0110
10704538,100600-01_10704538_0110
10704620,123510-03_10704620_1000
10704791,135090-09_10704791_0100
10704791,135100-01_10580357_0100
10704952,134130-08_10704952_1300
10705035,111480-01_10705035_0100
10705052,111120-07_10705052_0300
10705173,111230-06_10705173_0200
10705173,111230-06_10705173_0300
10705484,134130-01_10294721_1300
10705585,110980-01_10705585_0700
10705585,110980-01_10705585_0701
10705585,110980-01_10705585_0702
10705585,110980-01_10705585_0703
10705585,110980-01_10705585_0704
10705587,123680-01_10503804_0100
10705782,124930-30_10560062_3000
10706125,111480-01_10706125_0100
10706176,100610-70_10706176_0110
10706231,100610-10_10706231_0110
10706231,100610-10_10706231_0120
10706231,100610-10_10706231_0130
10706231,100610-10_10706231_0140
10706231,100610-70_10706176_0110
10706313,100610-10_10704258_0110
10706353,124870-03_10704006_0100
10706354,124870-03_10704006_0100
10706750,151210-01_10609864_0100
10706751,151210-01_10609863_0100
10706753,151210-01_10609863_0100
10706761,111190-03_10706761_0300
10706902,124270-02_10706902_0100
10706903,123680-08_10952365_0100
10707104,111500-02_10707104_0100
10707104,111700-09_10588479_0500
10707410,123020-73_10707410_0700
10707437,111480-01_10707437_0100
10707462,112020-01_10511986_0100
10707462,123680-01_10707462_0100
10707526,100610-70_10707526_0220
10707532,134130-05_10966557_1300
10707532,134130-35_10756229_1500
10707537,123590-08_10707537_0200
10707853,135150-07_10707853_0100
10707854,135150-07_10707854_0300
10708950,134130-01_10502480_1500
10709136,111260-02_10709136_0300
10709136,111260-02_10709136_0600
10709148,111260-01_10709148_0100
10709148,111260-02_10709148_0300
10709255,111240-06_10709255_0100
10709630,134130-01_10233971_1300
10709769,111230-06_11017665_1111
10709769,134130-02_10028021_1400
10709769,134130-02_10595617_1300
10709769,134130-02_10914252_1100
10709769,134130-02_11001704_1300
10709769,134130-03_10313500_0400
10709769,134130-05_10022275_1700
10709769,134130-05_10022315_1400
10709769,134130-05_10058137_1300
10709769,134130-05_10142212_1400
10709769,134130-05_10193370_1400
10709769,134130-05_10193373_1400
10709769,134130-05_10313500_1300
10709769,134130-05_10609566_1300
10709769,134130-05_10609568_1400
10709769,134130-05_10612684_1300
10709769,134130-05_10911547_1300
10709769,134130-05_10968623_1700
10709769,134130-05_10969568_1300
10709769,134130-05_11025605_1300
10709769,134130-05_11022790_1300
10709774,134130-03_10701693_1400
10709774,134130-05_10715496_1300
10709774,134130-05_11022791_1300
10709774,134130-05_11025606_1300
10710137,123680-01_10707462_0100
10710137,124270-02_10710137_0100
10710167,123680-18_10710167_0100
10710167,123680-20_10710167_0100
10711084,111120-07_10515045_0300
10711084,111120-07_10554456_0300
10711084,111120-07_10589479_0300
10711084,111120-07_10916742_0300
10711084,111230-06_10007932_0100
10711084,111230-06_10007932_0200
10711084,111230-06_10008111_0100
10711084,111230-06_10008111_0200
10711084,111230-06_10063694_0600
10711084,111230-06_10064402_0100
10711084,111230-06_10064402_0200
10711084,111230-06_10066095_0100
10711084,111230-06_10066095_0200
10711084,111230-06_10070668_0100
10711084,111230-06_10070668_0200
10711084,111230-06_10088500_0100
10711084,111230-06_10088500_0200
10711084,111230-06_10201798_0100
10711084,111230-06_10201798_0200
10711084,111230-06_10202135_0100
10711084,111230-06_10202135_0200
10711084,111230-06_10204538_0100
10711084,111230-06_10204538_0200
10711084,111230-06_10207201_0100
10711084,111230-06_10207201_0200
10711084,111230-06_10210990_0100
10711084,111230-06_10210990_0200
